sink_id,timestamp,cur_time,latency
AP,1565729438.198891,1565729438.277821,0.078929
AP,1565729438.196138,1565729438.295372,0.099233
AP,1565729438.189576,1565729438.305809,0.116232
AP,1565729438.195818,1565729438.315597,0.119778
AP,1565729438.244514,1565729438.356174,0.111659
AP,1565729438.241761,1565729438.372429,0.130666
AP,1565729438.241441,1565729438.383007,0.141565
AP,1565729438.235199,1565729438.393419,0.158219
AP,1565729438.357423,1565729438.436908,0.079485
AP,1565729438.354350,1565729438.452932,0.098581
AP,1565729438.354670,1565729438.462369,0.107698
AP,1565729438.348108,1565729438.472329,0.124221
AP,1565729438.401166,1565729438.516148,0.114981
AP,1565729438.398414,1565729438.533396,0.134981
AP,1565729438.391851,1565729438.543585,0.151733
AP,1565729438.398093,1565729438.553210,0.155116
AP,1565729438.518554,1565729438.598388,0.079834
AP,1565729438.515801,1565729438.614929,0.099126
AP,1565729438.515481,1565729438.625481,0.109999
AP,1565729438.509239,1565729438.635114,0.125875
AP,1565729438.586051,1565729438.676096,0.090044
AP,1565729438.583299,1565729438.692656,0.109355
AP,1565729438.582978,1565729438.702676,0.119696
AP,1565729438.576736,1565729438.712116,0.135378
AP,1565729438.672933,1565729438.756380,0.083446
AP,1565729438.670181,1565729438.772289,0.102107
AP,1565729438.669860,1565729438.782458,0.112596
AP,1565729438.663618,1565729438.790897,0.127272
AP,1565729438.744089,1565729438.836657,0.092567
AP,1565729438.741337,1565729438.853517,0.112180
AP,1565729438.734774,1565729438.863600,0.128825
AP,1565729438.741016,1565729438.873253,0.132236
AP,1565729438.820049,1565729438.917700,0.097650
AP,1565729438.817296,1565729438.933698,0.116400
AP,1565729438.816976,1565729438.943555,0.126578
AP,1565729438.810734,1565729438.952826,0.142092
AP,1565729438.951002,1565729438.998158,0.047154
AP,1565729438.948250,1565729439.015406,0.067155
AP,1565729438.941687,1565729439.025625,0.083937
AP,1565729438.947929,1565729439.035344,0.087414
AP,1565729439.019723,1565729439.075454,0.055729
AP,1565729439.016970,1565729439.091065,0.074092
AP,1565729439.016650,1565729439.100057,0.083405
AP,1565729439.010408,1565729439.108910,0.098501
AP,1565729439.061063,1565729439.155278,0.094213
AP,1565729439.058311,1565729439.171435,0.113123
AP,1565729439.057990,1565729439.181559,0.123568
AP,1565729439.051748,1565729439.191451,0.139702
AP,1565729439.193959,1565729439.236052,0.042093
AP,1565729439.191206,1565729439.251978,0.060771
AP,1565729439.190886,1565729439.260422,0.069535
AP,1565729439.184644,1565729439.269455,0.084811
AP,1565729439.251443,1565729439.317438,0.065994
AP,1565729439.248691,1565729439.333678,0.084986
AP,1565729439.248370,1565729439.342961,0.094589
AP,1565729439.242128,1565729439.351423,0.109294
AP,1565729439.345994,1565729439.396246,0.050251
AP,1565729439.343242,1565729439.411778,0.068535
AP,1565729439.336679,1565729439.421950,0.085269
AP,1565729439.342921,1565729439.431578,0.088655
AP,1565729439.408305,1565729439.476290,0.067984
AP,1565729439.405552,1565729439.490943,0.085390
AP,1565729439.398990,1565729439.501390,0.102399
AP,1565729439.405232,1565729439.510427,0.105194
AP,1565729439.474747,1565729439.555203,0.080456
AP,1565729439.471994,1565729439.572215,0.100219
AP,1565729439.465431,1565729439.581635,0.116202
AP,1565729439.471674,1565729439.590204,0.118529
AP,1565729439.570618,1565729439.637033,0.066413
AP,1565729439.567865,1565729439.654090,0.086224
AP,1565729439.567545,1565729439.663131,0.095585
AP,1565729439.561303,1565729439.672096,0.110793
AP,1565729439.668939,1565729439.716177,0.047237
AP,1565729439.662377,1565729439.731862,0.069484
AP,1565729439.671692,1565729439.741814,0.070121
AP,1565729439.668619,1565729439.751167,0.082546
AP,1565729439.749891,1565729439.796207,0.046315
AP,1565729439.747138,1565729439.812081,0.064941
AP,1565729439.746818,1565729439.821399,0.074580
AP,1565729439.740575,1565729439.830506,0.089929
AP,1565729439.829331,1565729439.875735,0.046403
AP,1565729439.826579,1565729439.892105,0.065525
AP,1565729439.820016,1565729439.900713,0.080696
AP,1565729439.826258,1565729439.908674,0.082415
AP,1565729439.850488,1565729439.955236,0.104747
AP,1565729439.847736,1565729439.970798,0.123061
AP,1565729439.847415,1565729439.980022,0.132606
AP,1565729439.841173,1565729439.989107,0.147933
AP,1565729439.986981,1565729440.035863,0.048881
AP,1565729439.984229,1565729440.050875,0.066645
AP,1565729439.977666,1565729440.060458,0.082791
AP,1565729439.983908,1565729440.069170,0.085261
AP,1565729440.056582,1565729440.117213,0.060630
AP,1565729440.053829,1565729440.133289,0.079458
AP,1565729440.053509,1565729440.143917,0.090407
AP,1565729440.047267,1565729440.154561,0.107293
AP,1565729440.079759,1565729440.198939,0.119179
AP,1565729440.077007,1565729440.214839,0.137830
AP,1565729440.070444,1565729440.224993,0.154547
AP,1565729440.076686,1565729440.234727,0.158040
AP,1565729440.205766,1565729440.278020,0.072252
AP,1565729440.203014,1565729440.294709,0.091695
AP,1565729440.196451,1565729440.303652,0.107200
AP,1565729440.202693,1565729440.312203,0.109509
AP,1565729440.265743,1565729440.356343,0.090599
AP,1565729440.256428,1565729440.372704,0.116274
AP,1565729440.262991,1565729440.382824,0.119832
AP,1565729440.262671,1565729440.392600,0.129929
AP,1565729440.340908,1565729440.437248,0.096339
AP,1565729440.338156,1565729440.452766,0.114609
AP,1565729440.331593,1565729440.462768,0.131174
AP,1565729440.337835,1565729440.472150,0.134312
AP,1565729440.447876,1565729440.517434,0.069557
AP,1565729440.438561,1565729440.533813,0.095252
AP,1565729440.445123,1565729440.543437,0.098313
AP,1565729440.444803,1565729440.552428,0.107624
AP,1565729440.506996,1565729440.595468,0.088471
AP,1565729440.504243,1565729440.612405,0.108160
AP,1565729440.503923,1565729440.624368,0.120444
AP,1565729440.497680,1565729440.649001,0.151320
AP,1565729440.566625,1565729440.675428,0.108801
AP,1565729440.569378,1565729440.690787,0.121407
AP,1565729440.560063,1565729440.700148,0.140084
AP,1565729440.566305,1565729440.709266,0.142960
AP,1565729440.696570,1565729440.756565,0.059994
AP,1565729440.693817,1565729440.773135,0.079317
AP,1565729440.687254,1565729440.783554,0.096298
AP,1565729440.693497,1565729440.793727,0.100229
AP,1565729440.719201,1565729440.839421,0.120219
AP,1565729440.716448,1565729440.855917,0.139467
AP,1565729440.709886,1565729440.866074,0.156187
AP,1565729440.716128,1565729440.875388,0.159259
AP,1565729440.806303,1565729440.915453,0.109149
AP,1565729440.796988,1565729440.931763,0.134774
AP,1565729440.803550,1565729440.943078,0.139526
AP,1565729440.803230,1565729440.952679,0.149448
AP,1565729440.893973,1565729440.996210,0.102236
AP,1565729440.884658,1565729441.011207,0.126548
AP,1565729440.891221,1565729441.020403,0.129181
AP,1565729440.890900,1565729441.028379,0.137477
AP,1565729441.000051,1565729441.076005,0.075953
AP,1565729440.997298,1565729441.090025,0.092725
AP,1565729440.990736,1565729441.098962,0.108225
AP,1565729440.996978,1565729441.107114,0.110135
AP,1565729441.072223,1565729441.157719,0.085495
AP,1565729441.069470,1565729441.173853,0.104382
AP,1565729441.062908,1565729441.184585,0.121675
AP,1565729441.069150,1565729441.194772,0.125621
AP,1565729441.151744,1565729441.235528,0.083783
AP,1565729441.148992,1565729441.252053,0.103061
AP,1565729441.148671,1565729441.262740,0.114068
AP,1565729441.142429,1565729441.272848,0.130418
AP,1565729441.223069,1565729441.315077,0.092006
AP,1565729441.220317,1565729441.329951,0.109632
AP,1565729441.213754,1565729441.339685,0.125929
AP,1565729441.219996,1565729441.349838,0.129841
AP,1565729441.314720,1565729441.396276,0.081555
AP,1565729441.311967,1565729441.411926,0.099958
AP,1565729441.305404,1565729441.421417,0.116011
AP,1565729441.311647,1565729441.430377,0.118729
AP,1565729441.435932,1565729441.476776,0.040843
AP,1565729441.433179,1565729441.494033,0.060852
AP,1565729441.426616,1565729441.504478,0.077860
AP,1565729441.432859,1565729441.513844,0.080985
AP,1565729441.480916,1565729441.555816,0.074899
AP,1565729441.478163,1565729441.571810,0.093646
AP,1565729441.477843,1565729441.580877,0.103033
AP,1565729441.471601,1565729441.588929,0.117328
AP,1565729441.566718,1565729441.635312,0.068594
AP,1565729441.563965,1565729441.651145,0.087179
AP,1565729441.557402,1565729441.660064,0.102660
AP,1565729441.563645,1565729441.668540,0.104894
AP,1565729441.616884,1565729441.715939,0.099054
AP,1565729441.614132,1565729441.732519,0.118386
AP,1565729441.607569,1565729441.742096,0.134526
AP,1565729441.613811,1565729441.751707,0.137895
AP,1565729441.746994,1565729441.795275,0.048280
AP,1565729441.744242,1565729441.811084,0.066841
AP,1565729441.737679,1565729441.820570,0.082889
AP,1565729441.743921,1565729441.830435,0.086512
AP,1565729441.767386,1565729441.876011,0.108624
AP,1565729441.764634,1565729441.892622,0.127987
AP,1565729441.758071,1565729441.901708,0.143636
AP,1565729441.764313,1565729441.910926,0.146612
AP,1565729441.886035,1565729441.956437,0.070401
AP,1565729441.883282,1565729441.971080,0.087797
AP,1565729441.876719,1565729441.980735,0.104014
AP,1565729441.882962,1565729441.989702,0.106739
AP,1565729441.927851,1565729442.037146,0.109294
AP,1565729441.918536,1565729442.052865,0.134328
AP,1565729441.925099,1565729442.062331,0.137231
AP,1565729441.924778,1565729442.072053,0.147274
AP,1565729441.999139,1565729442.116446,0.117306
AP,1565729441.996387,1565729442.133185,0.136797
AP,1565729441.996066,1565729442.142483,0.146416
AP,1565729441.989824,1565729442.151838,0.162013
AP,1565729442.132955,1565729442.195500,0.062544
AP,1565729442.130203,1565729442.211614,0.081410
AP,1565729442.123640,1565729442.221298,0.097656
AP,1565729442.129882,1565729442.231387,0.101504
AP,1565729442.159264,1565729442.274120,0.114855
AP,1565729442.156512,1565729442.290694,0.134181
AP,1565729442.149949,1565729442.301596,0.151646
AP,1565729442.156191,1565729442.311534,0.155342
AP,1565729442.301332,1565729442.357792,0.056459
AP,1565729442.298580,1565729442.374043,0.075461
AP,1565729442.292017,1565729442.383186,0.091167
AP,1565729442.298259,1565729442.391085,0.092824
AP,1565729442.332221,1565729442.435500,0.103278
AP,1565729442.329468,1565729442.451988,0.122519
AP,1565729442.322906,1565729442.461257,0.138350
AP,1565729442.329148,1565729442.469664,0.140515
AP,1565729442.428046,1565729442.515313,0.087265
AP,1565729442.424973,1565729442.531479,0.106505
AP,1565729442.418731,1565729442.541433,0.122700
AP,1565729442.425294,1565729442.550870,0.125576
AP,1565729442.478480,1565729442.595976,0.117495
AP,1565729442.469165,1565729442.612674,0.143507
AP,1565729442.475728,1565729442.621943,0.146215
AP,1565729442.475407,1565729442.630720,0.155312
AP,1565729442.591929,1565729442.675892,0.083962
AP,1565729442.589176,1565729442.691716,0.102539
AP,1565729442.588856,1565729442.701191,0.112334
AP,1565729442.582613,1565729442.710440,0.127825
AP,1565729442.662981,1565729442.756202,0.093220
AP,1565729442.659908,1565729442.772748,0.112839
AP,1565729442.660228,1565729442.781932,0.121702
AP,1565729442.653666,1565729442.791097,0.137429
AP,1565729442.745066,1565729442.835963,0.090896
AP,1565729442.742313,1565729442.851626,0.109312
AP,1565729442.735751,1565729442.860241,0.124490
AP,1565729442.741993,1565729442.868344,0.126351
AP,1565729442.827372,1565729442.916172,0.088799
AP,1565729442.824620,1565729442.932317,0.107696
AP,1565729442.818057,1565729442.942115,0.124057
AP,1565729442.824299,1565729442.952487,0.128187
AP,1565729442.947322,1565729442.994001,0.046677
AP,1565729442.944569,1565729443.009244,0.064674
AP,1565729442.938007,1565729443.019181,0.081174
AP,1565729442.944249,1565729443.029282,0.085032
AP,1565729443.006030,1565729443.075837,0.069807
AP,1565729443.003277,1565729443.091507,0.088229
AP,1565729443.002957,1565729443.102237,0.099279
AP,1565729442.996714,1565729443.112692,0.115977
AP,1565729443.099142,1565729443.157205,0.058063
AP,1565729443.096389,1565729443.174433,0.078043
AP,1565729443.096069,1565729443.184152,0.088082
AP,1565729443.089826,1565729443.194057,0.104230
AP,1565729443.176748,1565729443.237650,0.060901
AP,1565729443.173996,1565729443.253719,0.079722
AP,1565729443.167433,1565729443.263807,0.096373
AP,1565729443.173675,1565729443.272880,0.099204
AP,1565729443.232167,1565729443.316722,0.084554
AP,1565729443.229414,1565729443.332129,0.102714
AP,1565729443.222852,1565729443.342067,0.119213
AP,1565729443.229094,1565729443.352330,0.123236
AP,1565729443.352362,1565729443.395819,0.043456
AP,1565729443.349609,1565729443.411172,0.061561
AP,1565729443.343047,1565729443.419335,0.076288
AP,1565729443.349289,1565729443.427363,0.078073
AP,1565729443.407333,1565729443.476523,0.069190
AP,1565729443.404580,1565729443.492467,0.087886
AP,1565729443.398017,1565729443.502274,0.104255
AP,1565729443.404260,1565729443.511261,0.107000
AP,1565729443.502158,1565729443.556084,0.053925
AP,1565729443.499085,1565729443.571583,0.072497
AP,1565729443.499406,1565729443.581167,0.081760
AP,1565729443.492843,1565729443.590308,0.097464
AP,1565729443.519155,1565729443.636203,0.117047
AP,1565729443.516402,1565729443.653324,0.136920
AP,1565729443.509840,1565729443.662488,0.152648
AP,1565729443.516082,1565729443.671084,0.155001
AP,1565729443.642204,1565729443.715332,0.073127
AP,1565729443.639452,1565729443.730527,0.091074
AP,1565729443.632889,1565729443.739441,0.106551
AP,1565729443.639131,1565729443.748415,0.109283
AP,1565729443.715487,1565729443.796664,0.081176
AP,1565729443.712734,1565729443.812056,0.099320
AP,1565729443.706172,1565729443.820675,0.114502
AP,1565729443.712414,1565729443.829090,0.116675
AP,1565729443.770304,1565729443.876947,0.106642
AP,1565729443.767551,1565729443.893848,0.126295
AP,1565729443.767231,1565729443.903856,0.136624
AP,1565729443.760989,1565729443.912868,0.151878
AP,1565729443.893378,1565729443.956507,0.063127
AP,1565729443.890626,1565729443.972638,0.082011
AP,1565729443.884063,1565729443.981458,0.097394
AP,1565729443.890306,1565729443.989510,0.099204
AP,1565729443.970641,1565729444.036386,0.065744
AP,1565729443.967888,1565729444.052323,0.084434
AP,1565729443.967568,1565729444.062126,0.094557
AP,1565729443.961326,1565729444.071360,0.110034
AP,1565729444.001482,1565729444.116314,0.114831
AP,1565729443.998729,1565729444.132047,0.133316
AP,1565729443.992167,1565729444.141401,0.149233
AP,1565729443.998409,1565729444.151252,0.152841
AP,1565729444.122533,1565729444.198221,0.075688
AP,1565729444.113217,1565729444.213747,0.100528
AP,1565729444.119780,1565729444.224128,0.104347
AP,1565729444.119460,1565729444.233883,0.114422
AP,1565729444.182664,1565729444.275538,0.092873
AP,1565729444.179912,1565729444.291847,0.111933
AP,1565729444.179591,1565729444.302176,0.122583
AP,1565729444.173349,1565729444.311751,0.138402
AP,1565729444.276628,1565729444.355078,0.078449
AP,1565729444.273875,1565729444.372239,0.098362
AP,1565729444.267312,1565729444.381805,0.114491
AP,1565729444.273555,1565729444.391114,0.117559
AP,1565729444.390074,1565729444.436746,0.046672
AP,1565729444.383511,1565729444.452548,0.069035
AP,1565729444.392826,1565729444.462041,0.069213
AP,1565729444.389753,1565729444.471102,0.081347
AP,1565729444.430416,1565729444.514981,0.084564
AP,1565729444.427343,1565729444.530692,0.103347
AP,1565729444.427663,1565729444.539990,0.112326
AP,1565729444.421100,1565729444.549409,0.128308
AP,1565729444.519171,1565729444.595882,0.076709
AP,1565729444.516419,1565729444.612681,0.096261
AP,1565729444.509856,1565729444.623281,0.113423
AP,1565729444.516098,1565729444.633348,0.117249
AP,1565729444.633547,1565729444.676945,0.043397
AP,1565729444.630795,1565729444.694044,0.063249
AP,1565729444.624232,1565729444.704802,0.080569
AP,1565729444.630474,1565729444.713921,0.083446
AP,1565729444.681869,1565729444.755785,0.073914
AP,1565729444.679117,1565729444.771415,0.092297
AP,1565729444.678796,1565729444.779666,0.100869
AP,1565729444.672554,1565729444.788163,0.115608
AP,1565729444.777705,1565729444.835787,0.058081
AP,1565729444.774952,1565729444.852319,0.077365
AP,1565729444.768389,1565729444.861743,0.093352
AP,1565729444.774632,1565729444.869910,0.095278
AP,1565729444.835064,1565729444.915030,0.079965
AP,1565729444.832311,1565729444.929977,0.097665
AP,1565729444.831991,1565729444.939489,0.107497
AP,1565729444.825748,1565729444.948396,0.122647
AP,1565729444.908905,1565729444.995348,0.086442
AP,1565729444.906152,1565729445.010036,0.103882
AP,1565729444.899590,1565729445.018199,0.118608
AP,1565729444.905832,1565729445.026928,0.121095
AP,1565729444.980058,1565729445.076181,0.096122
AP,1565729444.977306,1565729445.092849,0.115541
AP,1565729444.970743,1565729445.103012,0.132268
AP,1565729444.976985,1565729445.113676,0.136689
AP,1565729445.107424,1565729445.156197,0.048772
AP,1565729445.104671,1565729445.171690,0.067018
AP,1565729445.098108,1565729445.181964,0.083854
AP,1565729445.104351,1565729445.192228,0.087877
AP,1565729445.135274,1565729445.236522,0.101246
AP,1565729445.125959,1565729445.251077,0.125117
AP,1565729445.132522,1565729445.260671,0.128148
AP,1565729445.132201,1565729445.269884,0.137682
AP,1565729445.268812,1565729445.314187,0.045374
AP,1565729445.266060,1565729445.330383,0.064323
AP,1565729445.259497,1565729445.340394,0.080895
AP,1565729445.265739,1565729445.350644,0.084903
AP,1565729445.293853,1565729445.396435,0.102582
AP,1565729445.291100,1565729445.411978,0.120876
AP,1565729445.284537,1565729445.420511,0.135972
AP,1565729445.290780,1565729445.428573,0.137792
AP,1565729445.392985,1565729445.476178,0.083192
AP,1565729445.390232,1565729445.492779,0.102545
AP,1565729445.383669,1565729445.501460,0.117790
AP,1565729445.389912,1565729445.509879,0.119966
AP,1565729445.471545,1565729445.555342,0.083796
AP,1565729445.468793,1565729445.571286,0.102492
AP,1565729445.462230,1565729445.581193,0.118961
AP,1565729445.468472,1565729445.589850,0.121377
AP,1565729445.580572,1565729445.634551,0.053977
AP,1565729445.577820,1565729445.650409,0.072588
AP,1565729445.577499,1565729445.660508,0.083008
AP,1565729445.571257,1565729445.670533,0.099275
AP,1565729445.609805,1565729445.715499,0.105693
AP,1565729445.607053,1565729445.732231,0.125177
AP,1565729445.600490,1565729445.741794,0.141303
AP,1565729445.606732,1565729445.750685,0.143952
AP,1565729445.720461,1565729445.795143,0.074681
AP,1565729445.717709,1565729445.810691,0.092981
AP,1565729445.711146,1565729445.820572,0.109425
AP,1565729445.717388,1565729445.830148,0.112758
AP,1565729445.791813,1565729445.876733,0.084918
AP,1565729445.789061,1565729445.893079,0.104017
AP,1565729445.782498,1565729445.902782,0.120283
AP,1565729445.788740,1565729445.911700,0.122959
AP,1565729445.872126,1565729445.957106,0.084979
AP,1565729445.869374,1565729445.972906,0.103531
AP,1565729445.862811,1565729445.982239,0.119426
AP,1565729445.869053,1565729445.991227,0.122173
AP,1565729445.935960,1565729446.037037,0.101076
AP,1565729445.933208,1565729446.053766,0.120557
AP,1565729445.926645,1565729446.063333,0.136687
AP,1565729445.932887,1565729446.072287,0.139398
AP,1565729446.014142,1565729446.116079,0.101936
AP,1565729446.004827,1565729446.132030,0.127203
AP,1565729446.011069,1565729446.141163,0.130093
AP,1565729446.011389,1565729446.150100,0.138710
AP,1565729446.134346,1565729446.195037,0.060690
AP,1565729446.131594,1565729446.210795,0.079201
AP,1565729446.125031,1565729446.220538,0.095506
AP,1565729446.131273,1565729446.229322,0.098047
AP,1565729446.179867,1565729446.275692,0.095823
AP,1565729446.177115,1565729446.292574,0.115458
AP,1565729446.170552,1565729446.302711,0.132158
AP,1565729446.176794,1565729446.312638,0.135842
AP,1565729446.312485,1565729446.358492,0.046006
AP,1565729446.303170,1565729446.375061,0.071889
AP,1565729446.309733,1565729446.384458,0.074724
AP,1565729446.309412,1565729446.393901,0.084487
AP,1565729446.392579,1565729446.437058,0.044478
AP,1565729446.389506,1565729446.453550,0.064043
AP,1565729446.389827,1565729446.462710,0.072882
AP,1565729446.383264,1565729446.471564,0.088299
AP,1565729446.422534,1565729446.516607,0.094072
AP,1565729446.419781,1565729446.533917,0.114134
AP,1565729446.413218,1565729446.543848,0.130628
AP,1565729446.419461,1565729446.553577,0.134115
AP,1565729446.480520,1565729446.596567,0.116046
AP,1565729446.477768,1565729446.614137,0.136368
AP,1565729446.471205,1565729446.625403,0.154196
AP,1565729446.477447,1565729446.636235,0.158787
AP,1565729446.602061,1565729446.676497,0.074434
AP,1565729446.604814,1565729446.692263,0.087448
AP,1565729446.601741,1565729446.703229,0.101487
AP,1565729446.595499,1565729446.714097,0.118597
AP,1565729446.641355,1565729446.756492,0.115135
AP,1565729446.644108,1565729446.771813,0.127704
AP,1565729446.641035,1565729446.781035,0.139999
AP,1565729446.634793,1565729446.790045,0.155252
AP,1565729446.793246,1565729446.834960,0.041713
AP,1565729446.783930,1565729446.849589,0.065657
AP,1565729446.790493,1565729446.859732,0.069238
AP,1565729446.790173,1565729446.869720,0.079546
AP,1565729446.877856,1565729446.916617,0.038760
AP,1565729446.875103,1565729446.931520,0.056416
AP,1565729446.874783,1565729446.940824,0.066041
AP,1565729446.868541,1565729446.950039,0.081497
AP,1565729446.898673,1565729446.997481,0.098806
AP,1565729446.895921,1565729447.013378,0.117456
AP,1565729446.895600,1565729447.023729,0.128127
AP,1565729446.889358,1565729447.032585,0.143226
AP,1565729447.017874,1565729447.076313,0.058437
AP,1565729447.015122,1565729447.091374,0.076251
AP,1565729447.008559,1565729447.101949,0.093388
AP,1565729447.014802,1565729447.111984,0.097181
AP,1565729447.091237,1565729447.155385,0.064147
AP,1565729447.088484,1565729447.169779,0.081293
AP,1565729447.081922,1565729447.179383,0.097460
AP,1565729447.088164,1565729447.189063,0.100898
AP,1565729447.166527,1565729447.236258,0.069730
AP,1565729447.157212,1565729447.252257,0.095044
AP,1565729447.163454,1565729447.262226,0.098771
AP,1565729447.163774,1565729447.271585,0.107810
AP,1565729447.237357,1565729447.316287,0.078928
AP,1565729447.234604,1565729447.331357,0.096751
AP,1565729447.228041,1565729447.340508,0.112465
AP,1565729447.234284,1565729447.349581,0.115296
AP,1565729447.306139,1565729447.394571,0.088430
AP,1565729447.296824,1565729447.409796,0.112971
AP,1565729447.303386,1565729447.420035,0.116647
AP,1565729447.303066,1565729447.429026,0.125959
AP,1565729447.364738,1565729447.476388,0.111648
AP,1565729447.367491,1565729447.490699,0.123207
AP,1565729447.364418,1565729447.500817,0.136399
AP,1565729447.358175,1565729447.509913,0.151737
AP,1565729447.478827,1565729447.556494,0.077666
AP,1565729447.469512,1565729447.570342,0.100829
AP,1565729447.476075,1565729447.579484,0.103407
AP,1565729447.475754,1565729447.588461,0.112706
AP,1565729447.554901,1565729447.635072,0.080170
AP,1565729447.552149,1565729447.651743,0.099593
AP,1565729447.551828,1565729447.662422,0.110592
AP,1565729447.545586,1565729447.672528,0.126941
AP,1565729447.629683,1565729447.715378,0.085693
AP,1565729447.626931,1565729447.731371,0.104439
AP,1565729447.626611,1565729447.741837,0.115225
AP,1565729447.620368,1565729447.752542,0.132173
AP,1565729447.748641,1565729447.794813,0.046171
AP,1565729447.745568,1565729447.810409,0.064840
AP,1565729447.745888,1565729447.820497,0.074607
AP,1565729447.739326,1565729447.829679,0.090353
AP,1565729447.803829,1565729447.874692,0.070862
AP,1565729447.801077,1565729447.890776,0.089698
AP,1565729447.800756,1565729447.900834,0.100076
AP,1565729447.794514,1565729447.910122,0.115606
AP,1565729447.863387,1565729447.955629,0.092241
AP,1565729447.860634,1565729447.971063,0.110427
AP,1565729447.854071,1565729447.981116,0.127043
AP,1565729447.860314,1565729447.991055,0.130740
AP,1565729447.961304,1565729448.037397,0.076092
AP,1565729447.958552,1565729448.052258,0.093705
AP,1565729447.951989,1565729448.062124,0.110133
AP,1565729447.958231,1565729448.071446,0.113214
AP,1565729448.048074,1565729448.115761,0.067686
AP,1565729448.045001,1565729448.131750,0.086749
AP,1565729448.045321,1565729448.141347,0.096025
AP,1565729448.038758,1565729448.150946,0.112186
AP,1565729448.114212,1565729448.197792,0.083578
AP,1565729448.111139,1565729448.212473,0.101333
AP,1565729448.111459,1565729448.222247,0.110787
AP,1565729448.104897,1565729448.231562,0.126665
AP,1565729448.174369,1565729448.276815,0.102444
AP,1565729448.171296,1565729448.292007,0.120709
AP,1565729448.171617,1565729448.302102,0.130484
AP,1565729448.165054,1565729448.312624,0.147568
AP,1565729448.295065,1565729448.357691,0.062624
AP,1565729448.292313,1565729448.374097,0.081783
AP,1565729448.285750,1565729448.384497,0.098746
AP,1565729448.291992,1565729448.393808,0.101815
AP,1565729448.365053,1565729448.436203,0.071150
AP,1565729448.362300,1565729448.450888,0.088586
AP,1565729448.361980,1565729448.460653,0.098671
AP,1565729448.355737,1565729448.469463,0.113724
AP,1565729448.399814,1565729448.515590,0.115774
AP,1565729448.397062,1565729448.529528,0.132465
AP,1565729448.390499,1565729448.539529,0.149029
AP,1565729448.396741,1565729448.548557,0.151815
AP,1565729448.478433,1565729448.596899,0.118464
AP,1565729448.475681,1565729448.611502,0.135820
AP,1565729448.469118,1565729448.621518,0.152399
AP,1565729448.475360,1565729448.630815,0.155453
AP,1565729448.571513,1565729448.676055,0.104541
AP,1565729448.568760,1565729448.691213,0.122451
AP,1565729448.562198,1565729448.701178,0.138979
AP,1565729448.568440,1565729448.710360,0.141919
AP,1565729448.638772,1565729448.756085,0.117312
AP,1565729448.636019,1565729448.771026,0.135005
AP,1565729448.629457,1565729448.779855,0.150397
AP,1565729448.635699,1565729448.788507,0.152807
AP,1565729448.717936,1565729448.836241,0.118305
AP,1565729448.715183,1565729448.851504,0.136319
AP,1565729448.708620,1565729448.860318,0.151696
AP,1565729448.714863,1565729448.868877,0.154014
AP,1565729448.807594,1565729448.916656,0.109061
