sink_id,timestamp,cur_time,latency
AN,1565729585.779644,1565729585.913415,0.133770
AN,1565729585.773455,1565729585.924735,0.151279
AN,1565729585.779624,1565729585.934437,0.154812
AN,1565729585.925565,1565729586.003427,0.077861
AN,1565729585.922268,1565729586.018660,0.096390
AN,1565729585.916079,1565729586.027466,0.111386
AN,1565729585.922248,1565729586.036175,0.113926
AN,1565729586.004391,1565729586.110379,0.105987
AN,1565729586.001095,1565729586.126048,0.124952
AN,1565729585.994905,1565729586.135742,0.140836
AN,1565729586.001075,1565729586.145068,0.143993
AN,1565729586.087568,1565729586.216413,0.128844
AN,1565729586.084271,1565729586.231193,0.146921
AN,1565729586.084251,1565729586.240600,0.156348
AN,1565729586.078081,1565729586.249971,0.171889
AN,1565729586.257157,1565729586.325279,0.068122
AN,1565729586.253860,1565729586.340380,0.086519
AN,1565729586.247670,1565729586.351047,0.103375
AN,1565729586.253840,1565729586.361037,0.107197
AN,1565729586.287332,1565729586.431607,0.144275
AN,1565729586.284035,1565729586.446625,0.162589
AN,1565729586.277845,1565729586.456352,0.178506
AN,1565729586.284015,1565729586.466212,0.182196
AN,1565729586.403468,1565729586.536990,0.133521
AN,1565729586.400171,1565729586.552256,0.152084
AN,1565729586.400151,1565729586.561755,0.161603
AN,1565729586.393981,1565729586.571010,0.177027
AN,1565729586.520361,1565729586.643180,0.122818
AN,1565729586.517064,1565729586.657477,0.140411
AN,1565729586.510875,1565729586.667104,0.156229
AN,1565729586.517044,1565729586.676014,0.158969
AN,1565729586.661798,1565729586.751474,0.089675
AN,1565729586.652312,1565729586.766745,0.114432
AN,1565729586.658501,1565729586.776594,0.118092
AN,1565729586.658481,1565729586.786810,0.128327
AN,1565729586.758028,1565729586.858000,0.099971
AN,1565729586.754731,1565729586.874095,0.119363
AN,1565729586.754711,1565729586.884083,0.129371
AN,1565729586.748541,1565729586.894450,0.145909
AN,1565729586.864056,1565729586.964859,0.100802
AN,1565729586.860739,1565729586.981285,0.120545
AN,1565729586.860759,1565729586.991671,0.130911
AN,1565729586.854569,1565729587.001590,0.147020
AN,1565729586.959157,1565729587.070705,0.111548
AN,1565729586.955860,1565729587.086101,0.130240
AN,1565729586.955840,1565729587.096396,0.140555
AN,1565729586.949670,1565729587.107255,0.157584
AN,1565729587.081357,1565729587.177627,0.096270
AN,1565729587.078060,1565729587.192923,0.114862
AN,1565729587.071870,1565729587.203018,0.131147
AN,1565729587.078040,1565729587.214242,0.136201
AN,1565729587.242973,1565729587.284621,0.041647
AN,1565729587.239676,1565729587.300026,0.060349
AN,1565729587.233486,1565729587.310992,0.077505
AN,1565729587.239656,1565729587.321187,0.081530
AN,1565729587.302951,1565729587.390012,0.087059
AN,1565729587.293465,1565729587.404408,0.110942
AN,1565729587.299634,1565729587.413135,0.113499
AN,1565729587.299654,1565729587.421239,0.121584
AN,1565729587.414057,1565729587.496657,0.082599
AN,1565729587.414037,1565729587.512748,0.098709
AN,1565729587.417354,1565729587.523542,0.106186
AN,1565729587.407867,1565729587.534428,0.126560
AN,1565729587.484243,1565729587.603486,0.119242
AN,1565729587.480946,1565729587.618081,0.137134
AN,1565729587.480926,1565729587.627690,0.146763
AN,1565729587.474756,1565729587.637075,0.162318
AN,1565729587.654426,1565729587.709804,0.055377
AN,1565729587.657723,1565729587.725843,0.068119
AN,1565729587.654406,1565729587.736423,0.082016
AN,1565729587.648236,1565729587.746477,0.098240
AN,1565729587.681615,1565729587.817367,0.135751
AN,1565729587.684912,1565729587.833310,0.148397
AN,1565729587.681595,1565729587.844040,0.162443
AN,1565729587.675426,1565729587.854589,0.179162
AN,1565729587.843110,1565729587.923130,0.080019
AN,1565729587.839813,1565729587.938723,0.098909
AN,1565729587.839793,1565729587.948263,0.108469
AN,1565729587.833623,1565729587.956711,0.123086
AN,1565729587.898865,1565729588.030775,0.131909
AN,1565729587.895568,1565729588.046166,0.150597
AN,1565729587.889379,1565729588.056809,0.167429
AN,1565729587.895548,1565729588.066793,0.171244
AN,1565729587.993916,1565729588.137269,0.143352
AN,1565729587.990599,1565729588.152053,0.161452
AN,1565729587.990619,1565729588.161481,0.170861
AN,1565729587.984429,1565729588.169896,0.185466
AN,1565729588.172337,1565729588.245408,0.073071
AN,1565729588.169040,1565729588.260744,0.091702
AN,1565729588.162850,1565729588.269477,0.106624
AN,1565729588.169020,1565729588.277836,0.108815
AN,1565729588.207416,1565729588.351081,0.143664
AN,1565729588.204119,1565729588.366575,0.162455
AN,1565729588.204099,1565729588.376207,0.172107
AN,1565729588.197930,1565729588.385833,0.187902
AN,1565729588.396840,1565729588.456005,0.059164
AN,1565729588.393543,1565729588.469939,0.076394
AN,1565729588.393523,1565729588.479263,0.085738
AN,1565729588.387354,1565729588.488614,0.101259
AN,1565729588.438025,1565729588.562896,0.124870
AN,1565729588.434728,1565729588.579745,0.145015
AN,1565729588.434708,1565729588.589890,0.155180
AN,1565729588.428538,1565729588.599535,0.170996
AN,1565729588.565792,1565729588.669110,0.103317
AN,1565729588.556306,1565729588.683824,0.127517
AN,1565729588.562495,1565729588.693055,0.130559
AN,1565729588.562475,1565729588.702633,0.140157
AN,1565729588.629741,1565729588.776348,0.146607
AN,1565729588.633038,1565729588.791628,0.158589
AN,1565729588.623551,1565729588.801390,0.177838
AN,1565729588.629721,1565729588.810856,0.181135
AN,1565729588.784302,1565729588.883576,0.099273
AN,1565729588.781005,1565729588.899017,0.118011
AN,1565729588.780985,1565729588.909247,0.128261
AN,1565729588.774815,1565729588.919358,0.144541
AN,1565729588.879038,1565729588.990077,0.111037
AN,1565729588.875741,1565729589.005255,0.129513
AN,1565729588.875721,1565729589.014498,0.138776
AN,1565729588.869552,1565729589.022759,0.153206
AN,1565729588.988485,1565729589.096945,0.108459
AN,1565729588.985188,1565729589.112639,0.127450
AN,1565729588.978998,1565729589.122069,0.143070
AN,1565729588.985168,1565729589.130663,0.145494
AN,1565729589.094930,1565729589.203611,0.108680
AN,1565729589.098227,1565729589.219136,0.120908
AN,1565729589.088740,1565729589.228490,0.139749
AN,1565729589.094910,1565729589.237814,0.142904
AN,1565729589.258160,1565729589.311706,0.053545
AN,1565729589.254863,1565729589.326131,0.071267
AN,1565729589.248673,1565729589.335663,0.086988
AN,1565729589.254843,1565729589.344480,0.089636
AN,1565729589.336437,1565729589.417482,0.081044
AN,1565729589.333140,1565729589.433126,0.099985
AN,1565729589.326950,1565729589.443334,0.116383
AN,1565729589.333120,1565729589.453363,0.120242
AN,1565729589.460586,1565729589.525373,0.064787
AN,1565729589.457289,1565729589.540849,0.083559
AN,1565729589.457269,1565729589.551729,0.094459
AN,1565729589.451099,1565729589.561082,0.109982
AN,1565729589.564062,1565729589.631505,0.067442
AN,1565729589.554575,1565729589.646485,0.091908
AN,1565729589.560745,1565729589.656279,0.095533
AN,1565729589.560765,1565729589.664861,0.104095
AN,1565729589.637953,1565729589.736313,0.098360
AN,1565729589.634656,1565729589.751572,0.116915
AN,1565729589.634636,1565729589.761666,0.127029
AN,1565729589.628466,1565729589.771905,0.143439
AN,1565729589.798213,1565729589.843180,0.044966
AN,1565729589.794916,1565729589.858510,0.063592
AN,1565729589.788726,1565729589.868459,0.079732
AN,1565729589.794896,1565729589.877624,0.082726
AN,1565729589.871507,1565729589.951516,0.080007
AN,1565729589.868211,1565729589.966787,0.098575
AN,1565729589.868191,1565729589.976939,0.108748
AN,1565729589.862021,1565729589.985912,0.123890
AN,1565729589.994644,1565729590.057028,0.062382
AN,1565729589.997941,1565729590.071697,0.073755
AN,1565729589.988455,1565729590.080924,0.092468
AN,1565729589.994624,1565729590.089740,0.095114
AN,1565729590.017307,1565729590.163225,0.145917
AN,1565729590.020603,1565729590.178181,0.157576
AN,1565729590.017287,1565729590.187093,0.169806
AN,1565729590.011117,1565729590.195759,0.184642
AN,1565729590.181372,1565729590.271203,0.089829
AN,1565729590.175183,1565729590.287706,0.112523
AN,1565729590.184669,1565729590.297594,0.112924
AN,1565729590.181352,1565729590.307576,0.126223
AN,1565729590.282379,1565729590.378630,0.096249
AN,1565729590.279083,1565729590.395432,0.116349
AN,1565729590.279063,1565729590.406036,0.126973
AN,1565729590.272893,1565729590.416683,0.143790
AN,1565729590.355469,1565729590.485662,0.130192
AN,1565729590.352172,1565729590.501446,0.149272
AN,1565729590.352152,1565729590.512220,0.160066
AN,1565729590.345982,1565729590.522960,0.176977
AN,1565729590.519568,1565729590.589498,0.069928
AN,1565729590.516272,1565729590.605166,0.088893
AN,1565729590.510082,1565729590.615673,0.105590
AN,1565729590.516252,1565729590.625918,0.109665
AN,1565729590.619288,1565729590.696294,0.077005
AN,1565729590.622585,1565729590.712497,0.089910
AN,1565729590.619268,1565729590.722773,0.103504
AN,1565729590.613098,1565729590.733043,0.119944
AN,1565729590.660409,1565729590.803428,0.143018
AN,1565729590.663706,1565729590.817976,0.154269
AN,1565729590.654220,1565729590.827273,0.173053
AN,1565729590.660389,1565729590.836039,0.175649
AN,1565729590.825107,1565729590.908413,0.083305
AN,1565729590.821810,1565729590.922693,0.100882
AN,1565729590.821790,1565729590.932360,0.110569
AN,1565729590.815620,1565729590.940880,0.125259
AN,1565729590.905283,1565729591.016965,0.111681
AN,1565729590.901966,1565729591.032484,0.130516
AN,1565729590.901986,1565729591.041507,0.139519
AN,1565729590.895796,1565729591.050032,0.154235
AN,1565729591.030567,1565729591.123480,0.092912
AN,1565729591.027270,1565729591.138791,0.111520
AN,1565729591.027250,1565729591.148940,0.121688
AN,1565729591.021080,1565729591.159456,0.138375
AN,1565729591.182202,1565729591.229132,0.046929
AN,1565729591.185499,1565729591.245165,0.059665
AN,1565729591.182182,1565729591.255707,0.073524
AN,1565729591.176012,1565729591.265350,0.089337
AN,1565729591.235618,1565729591.336551,0.100931
AN,1565729591.232321,1565729591.351690,0.119368
AN,1565729591.226131,1565729591.362228,0.136096
AN,1565729591.232301,1565729591.371797,0.139495
AN,1565729591.353959,1565729591.444186,0.090227
AN,1565729591.350662,1565729591.460454,0.109791
AN,1565729591.344472,1565729591.471330,0.126857
AN,1565729591.350642,1565729591.481740,0.131098
AN,1565729591.503163,1565729591.550400,0.047236
AN,1565729591.506460,1565729591.566159,0.059698
AN,1565729591.503143,1565729591.576050,0.072906
AN,1565729591.496973,1565729591.585486,0.088512
AN,1565729591.570889,1565729591.659192,0.088302
AN,1565729591.567593,1565729591.674224,0.106630
AN,1565729591.561403,1565729591.683903,0.122499
AN,1565729591.567573,1565729591.693481,0.125908
AN,1565729591.698670,1565729591.763465,0.064794
AN,1565729591.695373,1565729591.778971,0.083596
AN,1565729591.689183,1565729591.788493,0.099308
AN,1565729591.695353,1565729591.797855,0.102501
AN,1565729591.775149,1565729591.871676,0.096527
AN,1565729591.771852,1565729591.888274,0.116421
AN,1565729591.771832,1565729591.898550,0.126716
AN,1565729591.765662,1565729591.908201,0.142538
AN,1565729591.873604,1565729591.976638,0.103033
AN,1565729591.870307,1565729591.992911,0.122603
AN,1565729591.870287,1565729592.003255,0.132967
AN,1565729591.864117,1565729592.013796,0.149678
AN,1565729591.968475,1565729592.083522,0.115045
AN,1565729591.965178,1565729592.099588,0.134409
AN,1565729591.958988,1565729592.110153,0.151164
AN,1565729591.965158,1565729592.120893,0.155734
AN,1565729592.138295,1565729592.190850,0.052554
AN,1565729592.134998,1565729592.207188,0.072189
AN,1565729592.128808,1565729592.218612,0.089802
AN,1565729592.134978,1565729592.229923,0.094944
AN,1565729592.175430,1565729592.297124,0.121693
AN,1565729592.165943,1565729592.312646,0.146703
AN,1565729592.172133,1565729592.321656,0.149523
AN,1565729592.172113,1565729592.330645,0.158531
AN,1565729592.353480,1565729592.405862,0.052381
AN,1565729592.350183,1565729592.421945,0.071761
AN,1565729592.350163,1565729592.432373,0.082208
AN,1565729592.343993,1565729592.443811,0.099817
AN,1565729592.383570,1565729592.510418,0.126847
AN,1565729592.386867,1565729592.526551,0.139683
AN,1565729592.383550,1565729592.537254,0.153703
AN,1565729592.377380,1565729592.547897,0.170516
AN,1565729592.519043,1565729592.617494,0.098449
AN,1565729592.515746,1565729592.632768,0.117021
AN,1565729592.515726,1565729592.643382,0.127655
AN,1565729592.509557,1565729592.653761,0.144204
AN,1565729592.620494,1565729592.724846,0.104352
AN,1565729592.623791,1565729592.740017,0.116224
AN,1565729592.620474,1565729592.749784,0.129309
AN,1565729592.614304,1565729592.759259,0.144953
AN,1565729592.765863,1565729592.830692,0.064828
AN,1565729592.769160,1565729592.845814,0.076653
AN,1565729592.765843,1565729592.856791,0.090946
AN,1565729592.759673,1565729592.867066,0.107392
AN,1565729592.808137,1565729592.937618,0.129479
AN,1565729592.804840,1565729592.954364,0.149523
AN,1565729592.804820,1565729592.965256,0.160434
AN,1565729592.798651,1565729592.976432,0.177781
AN,1565729592.955678,1565729593.043123,0.087443
AN,1565729592.952382,1565729593.059281,0.106898
AN,1565729592.946192,1565729593.069633,0.123440
AN,1565729592.952362,1565729593.079005,0.126643
AN,1565729593.050815,1565729593.151420,0.100604
AN,1565729593.047518,1565729593.167290,0.119771
AN,1565729593.047498,1565729593.176711,0.129212
AN,1565729593.041328,1565729593.185756,0.144427
AN,1565729593.154602,1565729593.257221,0.102619
AN,1565729593.157898,1565729593.272457,0.114558
AN,1565729593.148412,1565729593.281865,0.133452
AN,1565729593.154582,1565729593.291569,0.136987
AN,1565729593.243011,1565729593.363325,0.120313
AN,1565729593.239714,1565729593.379599,0.139883
AN,1565729593.233524,1565729593.390054,0.156528
AN,1565729593.239694,1565729593.400262,0.160567
AN,1565729593.343956,1565729593.471257,0.127300
AN,1565729593.343936,1565729593.487343,0.143405
AN,1565729593.347253,1565729593.496976,0.149722
AN,1565729593.337766,1565729593.506345,0.168578
AN,1565729593.504229,1565729593.578525,0.074296
AN,1565729593.507525,1565729593.594225,0.086698
AN,1565729593.504209,1565729593.604016,0.099807
AN,1565729593.498039,1565729593.612821,0.114781
AN,1565729593.564923,1565729593.683579,0.118655
AN,1565729593.568220,1565729593.698980,0.130759
AN,1565729593.558733,1565729593.709292,0.150557
AN,1565729593.564903,1565729593.717949,0.153045
AN,1565729593.741748,1565729593.791467,0.049718
AN,1565729593.745044,1565729593.806956,0.061911
AN,1565729593.741728,1565729593.817547,0.075818
AN,1565729593.735558,1565729593.827613,0.092054
AN,1565729593.848539,1565729593.896149,0.047608
AN,1565729593.851836,1565729593.911186,0.059349
AN,1565729593.848519,1565729593.920083,0.071563
AN,1565729593.842350,1565729593.928053,0.085702
AN,1565729593.891775,1565729594.002894,0.111117
AN,1565729593.888478,1565729594.018645,0.130166
AN,1565729593.888458,1565729594.029303,0.140844
AN,1565729593.882288,1565729594.038988,0.156698
AN,1565729593.969091,1565729594.110980,0.141887
AN,1565729593.965794,1565729594.127770,0.161975
AN,1565729593.965774,1565729594.138005,0.172229
AN,1565729593.959604,1565729594.146769,0.187164
AN,1565729594.134816,1565729594.215254,0.080437
AN,1565729594.131519,1565729594.230888,0.099368
AN,1565729594.125329,1565729594.241379,0.116049
AN,1565729594.131499,1565729594.251362,0.119862
AN,1565729594.187208,1565729594.323646,0.136437
AN,1565729594.183911,1565729594.338274,0.154362
AN,1565729594.177721,1565729594.348326,0.170604
AN,1565729594.183891,1565729594.358510,0.174618
AN,1565729594.386058,1565729594.429493,0.043435
AN,1565729594.382761,1565729594.443847,0.061085
AN,1565729594.382741,1565729594.453615,0.070873
AN,1565729594.376571,1565729594.462824,0.086252
AN,1565729594.498871,1565729594.538098,0.039226
AN,1565729594.495574,1565729594.553194,0.057618
AN,1565729594.489385,1565729594.563158,0.073771
AN,1565729594.495554,1565729594.572591,0.077036
AN,1565729594.526628,1565729594.643777,0.117148
AN,1565729594.517142,1565729594.659477,0.142335
AN,1565729594.523331,1565729594.669823,0.146491
AN,1565729594.523311,1565729594.679266,0.155954
AN,1565729594.685563,1565729594.748701,0.063137
AN,1565729594.682266,1565729594.763758,0.081491
AN,1565729594.682246,1565729594.772920,0.090672
AN,1565729594.676076,1565729594.781579,0.105501
AN,1565729594.783380,1565729594.856810,0.073430
AN,1565729594.780083,1565729594.871618,0.091534
AN,1565729594.780063,1565729594.879881,0.099817
AN,1565729594.773893,1565729594.887622,0.113728
AN,1565729594.883767,1565729594.963449,0.079681
AN,1565729594.880470,1565729594.979525,0.099054
AN,1565729594.880450,1565729594.989087,0.108635
AN,1565729594.874280,1565729594.998131,0.123850
AN,1565729594.974909,1565729595.070011,0.095101
AN,1565729594.978206,1565729595.085182,0.106974
AN,1565729594.974889,1565729595.095191,0.120301
AN,1565729594.968719,1565729595.104733,0.136011
AN,1565729595.069916,1565729595.175605,0.105687
AN,1565729595.066619,1565729595.191677,0.125057
AN,1565729595.066599,1565729595.202162,0.135562
AN,1565729595.060429,1565729595.212689,0.152259
AN,1565729595.151718,1565729595.284038,0.132319
AN,1565729595.148421,1565729595.299578,0.151156
AN,1565729595.142231,1565729595.308976,0.166744
AN,1565729595.148401,1565729595.317663,0.169262
AN,1565729595.300167,1565729595.389639,0.089471
AN,1565729595.296870,1565729595.405033,0.108162
AN,1565729595.296850,1565729595.414156,0.117304
AN,1565729595.290680,1565729595.423278,0.132597
AN,1565729595.401599,1565729595.498072,0.096472
AN,1565729595.398302,1565729595.514207,0.115904
AN,1565729595.398282,1565729595.523831,0.125548
AN,1565729595.392112,1565729595.532866,0.140754
AN,1565729595.498012,1565729595.604496,0.106483
AN,1565729595.501308,1565729595.619813,0.118503
AN,1565729595.497992,1565729595.629029,0.131036
AN,1565729595.491822,1565729595.638112,0.146289
AN,1565729595.659918,1565729595.710050,0.050130
AN,1565729595.656621,1565729595.725468,0.068845
AN,1565729595.656601,1565729595.734996,0.078393
AN,1565729595.650432,1565729595.744583,0.094151
AN,1565729595.733503,1565729595.816782,0.083278
AN,1565729595.730206,1565729595.832390,0.102183
AN,1565729595.730186,1565729595.841814,0.111626
AN,1565729595.724016,1565729595.850621,0.126604
AN,1565729595.812912,1565729595.923039,0.110126
AN,1565729595.809616,1565729595.939664,0.130047
AN,1565729595.803426,1565729595.950375,0.146948
AN,1565729595.809596,1565729595.960768,0.151172
AN,1565729595.943469,1565729596.031172,0.087702
AN,1565729595.940172,1565729596.046535,0.106361
AN,1565729595.940152,1565729596.056995,0.116842
AN,1565729595.933983,1565729596.067012,0.133029
AN,1565729596.059162,1565729596.136363,0.077200
AN,1565729596.055865,1565729596.151997,0.096131
AN,1565729596.055845,1565729596.162769,0.106923
AN,1565729596.049675,1565729596.173742,0.124066
AN,1565729596.147346,1565729596.244025,0.096678
AN,1565729596.144049,1565729596.259676,0.115625
AN,1565729596.144029,1565729596.268955,0.124924
AN,1565729596.137859,1565729596.278050,0.140190
AN,1565729596.227556,1565729596.351689,0.124132
AN,1565729596.224259,1565729596.367100,0.142839
AN,1565729596.224239,1565729596.377347,0.153105
AN,1565729596.218070,1565729596.387282,0.169211
AN,1565729596.388484,1565729596.457447,0.068962
AN,1565729596.385187,1565729596.472701,0.087512
AN,1565729596.378997,1565729596.482388,0.103389
AN,1565729596.385167,1565729596.492192,0.107024
AN,1565729596.481801,1565729596.562683,0.080882
AN,1565729596.478504,1565729596.577309,0.098804
AN,1565729596.472314,1565729596.587508,0.115193
AN,1565729596.478484,1565729596.597291,0.118807
AN,1565729596.524853,1565729596.671036,0.146182
AN,1565729596.518663,1565729596.686938,0.168274
AN,1565729596.528150,1565729596.697822,0.169671
AN,1565729596.524833,1565729596.708169,0.183334
AN,1565729596.632975,1565729596.778765,0.145789
AN,1565729596.629678,1565729596.794239,0.164560
AN,1565729596.629658,1565729596.804298,0.174640
AN,1565729596.623488,1565729596.814263,0.190774
AN,1565729596.753784,1565729596.884064,0.130279
AN,1565729596.757081,1565729596.898826,0.141744
AN,1565729596.753764,1565729596.909329,0.155564
AN,1565729596.747594,1565729596.919287,0.171692
AN,1565729596.846760,1565729596.990655,0.143894
AN,1565729596.843463,1565729597.005123,0.161659
AN,1565729596.843443,1565729597.015120,0.171675
AN,1565729596.837273,1565729597.025297,0.188023
AN,1565729596.952311,1565729597.098051,0.145739
AN,1565729596.949014,1565729597.114496,0.165480
AN,1565729596.942824,1565729597.125083,0.182258
AN,1565729596.948994,1565729597.135469,0.186474
AN,1565729597.071855,1565729597.203877,0.132021
